Frequency,Filter,Threshold,Frame Bitrate,Frame Count
1.8,pixel,0.1000,400,29
1.8,pixel,0.1000,700,29
2.1,area,0.0000,100,1369
2.1,area,0.0000,1000,1329
2.1,area,0.0000,1300,1318
2.1,area,0.0000,1600,1331
2.1,area,0.0000,1900,1319
2.1,area,0.0000,2100,1303
2.1,area,0.0000,2400,1306
2.1,area,0.0000,2700,1304
2.1,area,0.0000,3000,1304
2.1,area,0.0000,400,1353
2.1,area,0.0000,700,1337
2.1,area,0.0100,100,844
2.1,area,0.0100,1000,832
2.1,area,0.0100,1300,827
2.1,area,0.0100,1600,826
2.1,area,0.0100,1900,823
2.1,area,0.0100,2100,825
2.1,area,0.0100,2400,827
2.1,area,0.0100,2700,826
2.1,area,0.0100,3000,821
2.1,area,0.0100,400,838
2.1,area,0.0100,700,838
2.1,area,0.0200,100,475
2.1,area,0.0200,1000,472
2.1,area,0.0200,1300,471
2.1,area,0.0200,1600,473
2.1,area,0.0200,1900,470
2.1,area,0.0200,2100,470
2.1,area,0.0200,2400,471
2.1,area,0.0200,2700,471
2.1,area,0.0200,3000,472
2.1,area,0.0200,400,476
2.1,area,0.0200,700,473
2.1,area,0.0300,100,262
2.1,area,0.0300,1000,261
2.1,area,0.0300,1300,263
2.1,area,0.0300,1600,262
2.1,area,0.0300,1900,264
2.1,area,0.0300,2100,262
2.1,area,0.0300,2400,263
2.1,area,0.0300,2700,261
2.1,area,0.0300,3000,262
2.1,area,0.0300,400,264
2.1,area,0.0300,700,262
2.1,area,0.0400,100,134
2.1,area,0.0400,1000,134
2.1,area,0.0400,1300,134
2.1,area,0.0400,1600,134
2.1,area,0.0400,1900,134
2.1,area,0.0400,2100,134
2.1,area,0.0400,2400,135
2.1,area,0.0400,2700,134
2.1,area,0.0400,3000,134
2.1,area,0.0400,400,134
2.1,area,0.0400,700,133
2.1,area,0.0500,100,75
2.1,area,0.0500,1000,75
2.1,area,0.0500,1300,75
2.1,area,0.0500,1600,75
2.1,area,0.0500,1900,75
2.1,area,0.0500,2100,75
2.1,area,0.0500,2400,75
2.1,area,0.0500,2700,75
2.1,area,0.0500,3000,75
2.1,area,0.0500,400,75
2.1,area,0.0500,700,75
2.1,area,0.0600,100,47
2.1,area,0.0600,1000,46
2.1,area,0.0600,1300,47
2.1,area,0.0600,1600,47
2.1,area,0.0600,1900,47
2.1,area,0.0600,2100,47
2.1,area,0.0600,2400,47
2.1,area,0.0600,2700,47
2.1,area,0.0600,3000,47
2.1,area,0.0600,400,47
2.1,area,0.0600,700,47
2.1,area,0.0700,100,32
2.1,area,0.0700,1000,32
2.1,area,0.0700,1300,32
2.1,area,0.0700,1600,32
2.1,area,0.0700,1900,32
2.1,area,0.0700,2100,32
2.1,area,0.0700,2400,32
2.1,area,0.0700,2700,32
2.1,area,0.0700,3000,32
2.1,area,0.0700,400,32
2.1,area,0.0700,700,32
2.1,area,0.0800,100,20
2.1,area,0.0800,1000,20
2.1,area,0.0800,1300,20
2.1,area,0.0800,1600,20
2.1,area,0.0800,1900,20
2.1,area,0.0800,2100,20
2.1,area,0.0800,2400,20
2.1,area,0.0800,2700,20
2.1,area,0.0800,3000,20
2.1,area,0.0800,400,20
2.1,area,0.0800,700,20
2.1,area,0.0900,100,17
2.1,area,0.0900,1000,17
2.1,area,0.0900,1300,17
2.1,area,0.0900,1600,17
2.1,area,0.0900,1900,17
2.1,area,0.0900,2100,17
2.1,area,0.0900,2400,17
2.1,area,0.0900,2700,17
2.1,area,0.0900,3000,17
2.1,area,0.0900,400,17
2.1,area,0.0900,700,17
2.1,area,0.1000,100,11
2.1,area,0.1000,1000,11
2.1,area,0.1000,1300,11
2.1,area,0.1000,1600,11
2.1,area,0.1000,1900,11
2.1,area,0.1000,2100,11
2.1,area,0.1000,2400,11
2.1,area,0.1000,2700,11
2.1,area,0.1000,3000,11
2.1,area,0.1000,400,11
2.1,area,0.1000,700,11
2.1,edge,0.0000,100,1572
2.1,edge,0.0000,1000,1455
2.1,edge,0.0000,1300,1426
2.1,edge,0.0000,1600,1414
2.1,edge,0.0000,1900,1406
2.1,edge,0.0000,2100,1400
2.1,edge,0.0000,2400,1392
2.1,edge,0.0000,2700,1391
2.1,edge,0.0000,3000,1398
2.1,edge,0.0000,400,1531
2.1,edge,0.0000,700,1475
2.1,edge,0.0004,100,1308
2.1,edge,0.0004,1000,1244
2.1,edge,0.0004,1300,1217
2.1,edge,0.0004,1600,1222
2.1,edge,0.0004,1900,1205
2.1,edge,0.0004,2100,1212
2.1,edge,0.0004,2400,1198
2.1,edge,0.0004,2700,1186
2.1,edge,0.0004,3000,1198
2.1,edge,0.0004,400,1276
2.1,edge,0.0004,700,1256
2.1,edge,0.0008,100,1240
2.1,edge,0.0008,1000,1174
2.1,edge,0.0008,1300,1164
2.1,edge,0.0008,1600,1155
2.1,edge,0.0008,1900,1141
2.1,edge,0.0008,2100,1147
2.1,edge,0.0008,2400,1145
2.1,edge,0.0008,2700,1139
2.1,edge,0.0008,3000,1146
2.1,edge,0.0008,400,1220
2.1,edge,0.0008,700,1194
2.1,edge,0.0012,100,1132
2.1,edge,0.0012,1000,955
2.1,edge,0.0012,1300,991
2.1,edge,0.0012,1600,1005
2.1,edge,0.0012,1900,993
2.1,edge,0.0012,2100,1004
2.1,edge,0.0012,2400,1034
2.1,edge,0.0012,2700,1049
2.1,edge,0.0012,3000,1055
2.1,edge,0.0012,400,1115
2.1,edge,0.0012,700,1103
2.1,edge,0.0016,100,972
2.1,edge,0.0016,1000,925
2.1,edge,0.0016,1300,924
2.1,edge,0.0016,1600,923
2.1,edge,0.0016,1900,896
2.1,edge,0.0016,2100,912
2.1,edge,0.0016,2400,890
2.1,edge,0.0016,2700,896
2.1,edge,0.0016,3000,897
2.1,edge,0.0016,400,943
2.1,edge,0.0016,700,939
2.1,edge,0.0020,100,777
2.1,edge,0.0020,1000,755
2.1,edge,0.0020,1300,747
2.1,edge,0.0020,1600,749
2.1,edge,0.0020,1900,734
2.1,edge,0.0020,2100,726
2.1,edge,0.0020,2400,729
2.1,edge,0.0020,2700,726
2.1,edge,0.0020,3000,736
2.1,edge,0.0020,400,773
2.1,edge,0.0020,700,752
2.1,edge,0.0024,100,591
2.1,edge,0.0024,1000,569
2.1,edge,0.0024,1300,560
2.1,edge,0.0024,1600,560
2.1,edge,0.0024,1900,562
2.1,edge,0.0024,2100,559
2.1,edge,0.0024,2400,553
2.1,edge,0.0024,2700,553
2.1,edge,0.0024,3000,556
2.1,edge,0.0024,400,582
2.1,edge,0.0024,700,576
2.1,edge,0.0028,100,425
2.1,edge,0.0028,1000,414
2.1,edge,0.0028,1300,410
2.1,edge,0.0028,1600,408
2.1,edge,0.0028,1900,410
2.1,edge,0.0028,2100,403
2.1,edge,0.0028,2400,404
2.1,edge,0.0028,2700,397
2.1,edge,0.0028,3000,397
2.1,edge,0.0028,400,421
2.1,edge,0.0028,700,415
2.1,edge,0.0032,100,318
2.1,edge,0.0032,1000,304
2.1,edge,0.0032,1300,300
2.1,edge,0.0032,1600,300
2.1,edge,0.0032,1900,293
2.1,edge,0.0032,2100,297
2.1,edge,0.0032,2400,299
2.1,edge,0.0032,2700,296
2.1,edge,0.0032,3000,296
2.1,edge,0.0032,400,309
2.1,edge,0.0032,700,303
2.1,edge,0.0036,100,243
2.1,edge,0.0036,1000,236
2.1,edge,0.0036,1300,229
2.1,edge,0.0036,1600,233
2.1,edge,0.0036,1900,227
2.1,edge,0.0036,2100,225
2.1,edge,0.0036,2400,222
2.1,edge,0.0036,2700,227
2.1,edge,0.0036,3000,226
2.1,edge,0.0036,400,236
2.1,edge,0.0036,700,234
2.1,edge,0.0040,100,187
2.1,edge,0.0040,1000,177
2.1,edge,0.0040,1300,179
2.1,edge,0.0040,1600,175
2.1,edge,0.0040,1900,179
2.1,edge,0.0040,2100,175
2.1,edge,0.0040,2400,174
2.1,edge,0.0040,2700,175
2.1,edge,0.0040,3000,172
2.1,edge,0.0040,400,181
2.1,edge,0.0040,700,180
2.1,pixel,0.0000,100,1574
2.1,pixel,0.0000,1000,1522
2.1,pixel,0.0000,1300,1529
2.1,pixel,0.0000,1600,1513
2.1,pixel,0.0000,1900,1508
2.1,pixel,0.0000,2100,1500
2.1,pixel,0.0000,2400,1509
2.1,pixel,0.0000,2700,1480
2.1,pixel,0.0000,3000,1474
2.1,pixel,0.0000,400,1549
2.1,pixel,0.0000,700,1553
2.1,pixel,0.0100,100,1188
2.1,pixel,0.0100,1000,1157
2.1,pixel,0.0100,1300,1156
2.1,pixel,0.0100,1600,1148
2.1,pixel,0.0100,1900,1145
2.1,pixel,0.0100,2100,1142
2.1,pixel,0.0100,2400,1145
2.1,pixel,0.0100,2700,1138
2.1,pixel,0.0100,3000,1137
2.1,pixel,0.0100,400,1171
2.1,pixel,0.0100,700,1164
2.1,pixel,0.0200,100,952
2.1,pixel,0.0200,1000,932
2.1,pixel,0.0200,1300,926
2.1,pixel,0.0200,1600,923
2.1,pixel,0.0200,1900,921
2.1,pixel,0.0200,2100,913
2.1,pixel,0.0200,2400,917
2.1,pixel,0.0200,2700,915
2.1,pixel,0.0200,3000,911
2.1,pixel,0.0200,400,944
2.1,pixel,0.0200,700,933
2.1,pixel,0.0300,100,596
2.1,pixel,0.0300,1000,592
2.1,pixel,0.0300,1300,588
2.1,pixel,0.0300,1600,588
2.1,pixel,0.0300,1900,587
2.1,pixel,0.0300,2100,590
2.1,pixel,0.0300,2400,584
2.1,pixel,0.0300,2700,588
2.1,pixel,0.0300,3000,582
2.1,pixel,0.0300,400,594
2.1,pixel,0.0300,700,594
2.1,pixel,0.0400,100,372
2.1,pixel,0.0400,1000,371
2.1,pixel,0.0400,1300,370
2.1,pixel,0.0400,1600,370
2.1,pixel,0.0400,1900,370
2.1,pixel,0.0400,2100,369
2.1,pixel,0.0400,2400,369
2.1,pixel,0.0400,2700,370
2.1,pixel,0.0400,3000,369
2.1,pixel,0.0400,400,371
2.1,pixel,0.0400,700,369
2.1,pixel,0.0500,100,225
2.1,pixel,0.0500,1000,225
2.1,pixel,0.0500,1300,224
2.1,pixel,0.0500,1600,224
2.1,pixel,0.0500,1900,224
2.1,pixel,0.0500,2100,224
2.1,pixel,0.0500,2400,225
2.1,pixel,0.0500,2700,225
2.1,pixel,0.0500,3000,223
2.1,pixel,0.0500,400,224
2.1,pixel,0.0500,700,224
2.1,pixel,0.0600,100,149
2.1,pixel,0.0600,1000,149
2.1,pixel,0.0600,1300,149
2.1,pixel,0.0600,1600,149
2.1,pixel,0.0600,1900,149
2.1,pixel,0.0600,2100,149
2.1,pixel,0.0600,2400,149
2.1,pixel,0.0600,2700,149
2.1,pixel,0.0600,3000,149
2.1,pixel,0.0600,400,149
2.1,pixel,0.0600,700,149
2.1,pixel,0.0700,100,99
2.1,pixel,0.0700,1000,99
2.1,pixel,0.0700,1300,99
2.1,pixel,0.0700,1600,99
2.1,pixel,0.0700,1900,99
2.1,pixel,0.0700,2100,99
2.1,pixel,0.0700,2400,99
2.1,pixel,0.0700,2700,99
2.1,pixel,0.0700,3000,99
2.1,pixel,0.0700,400,99
2.1,pixel,0.0700,700,99
2.1,pixel,0.0800,100,66
2.1,pixel,0.0800,1000,66
2.1,pixel,0.0800,1300,66
2.1,pixel,0.0800,1600,66
2.1,pixel,0.0800,1900,66
2.1,pixel,0.0800,2100,66
2.1,pixel,0.0800,2400,66
2.1,pixel,0.0800,2700,66
2.1,pixel,0.0800,3000,66
2.1,pixel,0.0800,400,66
2.1,pixel,0.0800,700,66
2.1,pixel,0.0900,100,45
2.1,pixel,0.0900,1000,45
2.1,pixel,0.0900,1300,45
2.1,pixel,0.0900,1600,45
2.1,pixel,0.0900,1900,45
2.1,pixel,0.0900,2100,45
2.1,pixel,0.0900,2400,45
2.1,pixel,0.0900,2700,45
2.1,pixel,0.0900,3000,45
2.1,pixel,0.0900,400,45
2.1,pixel,0.0900,700,45
2.1,pixel,0.1000,100,29
2.1,pixel,0.1000,1000,29
2.1,pixel,0.1000,1300,29
2.1,pixel,0.1000,1600,29
2.1,pixel,0.1000,1900,29
2.1,pixel,0.1000,2100,29
2.1,pixel,0.1000,2400,29
2.1,pixel,0.1000,2700,29
2.1,pixel,0.1000,3000,29
2.1,pixel,0.1000,400,29
2.1,pixel,0.1000,700,29
2.4,area,0.0000,100,1386
2.4,area,0.0000,1000,1338
2.4,area,0.0000,1300,1326
2.4,area,0.0000,1600,1318
2.4,area,0.0000,1900,1318
2.4,area,0.0000,2100,1316
2.4,area,0.0000,2400,1318
2.4,area,0.0000,2700,1296
2.4,area,0.0000,3000,1286
2.4,area,0.0000,400,1374
2.4,area,0.0000,700,1353
2.4,area,0.0100,100,852
2.4,area,0.0100,1000,831
2.4,area,0.0100,1300,834
2.4,area,0.0100,1600,823
2.4,area,0.0100,1900,829
2.4,area,0.0100,2100,828
2.4,area,0.0100,2400,822
2.4,area,0.0100,2700,820
2.4,area,0.0100,3000,821
2.4,area,0.0100,400,845
2.4,area,0.0100,700,846
2.4,area,0.0200,100,476
2.4,area,0.0200,1000,474
2.4,area,0.0200,1300,473
2.4,area,0.0200,1600,470
2.4,area,0.0200,1900,472
2.4,area,0.0200,2100,474
2.4,area,0.0200,2400,474
2.4,area,0.0200,2700,472
2.4,area,0.0200,3000,472
2.4,area,0.0200,400,472
2.4,area,0.0200,700,476
2.4,area,0.0300,100,264
2.4,area,0.0300,1000,264
2.4,area,0.0300,1300,264
2.4,area,0.0300,1600,263
2.4,area,0.0300,1900,262
2.4,area,0.0300,2100,261
2.4,area,0.0300,2400,262
2.4,area,0.0300,2700,263
2.4,area,0.0300,3000,263
2.4,area,0.0300,400,262
2.4,area,0.0300,700,263
2.4,area,0.0400,100,134
2.4,area,0.0400,1000,133
2.4,area,0.0400,1300,134
2.4,area,0.0400,1600,133
2.4,area,0.0400,1900,134
2.4,area,0.0400,2100,134
2.4,area,0.0400,2400,134
2.4,area,0.0400,2700,134
2.4,area,0.0400,3000,134
2.4,area,0.0400,400,134
2.4,area,0.0400,700,134
2.4,area,0.0500,100,75
2.4,area,0.0500,1000,75
2.4,area,0.0500,1300,75
2.4,area,0.0500,1600,75
2.4,area,0.0500,1900,75
2.4,area,0.0500,2100,75
2.4,area,0.0500,2400,75
2.4,area,0.0500,2700,75
2.4,area,0.0500,3000,75
2.4,area,0.0500,400,75
2.4,area,0.0500,700,75
2.4,area,0.0600,100,47
2.4,area,0.0600,1000,47
2.4,area,0.0600,1300,46
2.4,area,0.0600,1600,47
2.4,area,0.0600,1900,46
2.4,area,0.0600,2100,47
2.4,area,0.0600,2400,47
2.4,area,0.0600,2700,47
2.4,area,0.0600,3000,46
2.4,area,0.0600,400,47
2.4,area,0.0600,700,47
2.4,area,0.0700,100,32
2.4,area,0.0700,1000,32
2.4,area,0.0700,1300,32
2.4,area,0.0700,1600,32
2.4,area,0.0700,1900,32
2.4,area,0.0700,2100,32
2.4,area,0.0700,2400,32
2.4,area,0.0700,2700,32
2.4,area,0.0700,3000,32
2.4,area,0.0700,400,32
2.4,area,0.0700,700,32
2.4,area,0.0800,100,20
2.4,area,0.0800,1000,20
2.4,area,0.0800,1300,20
2.4,area,0.0800,1600,20
2.4,area,0.0800,1900,20
2.4,area,0.0800,2100,21
2.4,area,0.0800,2400,20
2.4,area,0.0800,2700,20
2.4,area,0.0800,3000,20
2.4,area,0.0800,400,21
2.4,area,0.0800,700,20
2.4,area,0.0900,100,17
2.4,area,0.0900,1000,17
2.4,area,0.0900,1300,17
2.4,area,0.0900,1600,17
2.4,area,0.0900,1900,17
2.4,area,0.0900,2100,17
2.4,area,0.0900,2400,17
2.4,area,0.0900,2700,17
2.4,area,0.0900,3000,17
2.4,area,0.0900,400,17
2.4,area,0.0900,700,17
2.4,area,0.1000,100,11
2.4,area,0.1000,1000,11
2.4,area,0.1000,1300,11
2.4,area,0.1000,1600,11
2.4,area,0.1000,1900,11
2.4,area,0.1000,2100,11
2.4,area,0.1000,2400,11
2.4,area,0.1000,2700,11
2.4,area,0.1000,3000,11
2.4,area,0.1000,400,11
2.4,area,0.1000,700,11
2.4,edge,0.0000,100,1572
2.4,edge,0.0000,1000,1475
2.4,edge,0.0000,1300,1447
2.4,edge,0.0000,1600,1432
2.4,edge,0.0000,1900,1417
2.4,edge,0.0000,2100,1432
2.4,edge,0.0000,2400,1404
2.4,edge,0.0000,2700,1420
2.4,edge,0.0000,3000,1411
2.4,edge,0.0000,400,1523
2.4,edge,0.0000,700,1494
2.4,edge,0.0004,100,1299
2.4,edge,0.0004,1000,1241
2.4,edge,0.0004,1300,1221
2.4,edge,0.0004,1600,1206
2.4,edge,0.0004,1900,1193
2.4,edge,0.0004,2100,1185
2.4,edge,0.0004,2400,1167
2.4,edge,0.0004,2700,1196
2.4,edge,0.0004,3000,1182
2.4,edge,0.0004,400,1257
2.4,edge,0.0004,700,1256
2.4,edge,0.0008,100,1210
2.4,edge,0.0008,1000,1180
2.4,edge,0.0008,1300,1159
2.4,edge,0.0008,1600,1142
2.4,edge,0.0008,1900,1136
2.4,edge,0.0008,2100,1138
2.4,edge,0.0008,2400,1133
2.4,edge,0.0008,2700,1130
2.4,edge,0.0008,3000,1123
2.4,edge,0.0008,400,1222
2.4,edge,0.0008,700,1168
2.4,edge,0.0012,100,1145
2.4,edge,0.0012,1000,1069
2.4,edge,0.0012,1300,1086
2.4,edge,0.0012,1600,1053
2.4,edge,0.0012,1900,1065
2.4,edge,0.0012,2100,1050
2.4,edge,0.0012,2400,1050
2.4,edge,0.0012,2700,1040
2.4,edge,0.0012,3000,1060
2.4,edge,0.0012,400,1118
2.4,edge,0.0012,700,1102
2.4,edge,0.0016,100,965
2.4,edge,0.0016,1000,925
2.4,edge,0.0016,1300,920
2.4,edge,0.0016,1600,900
2.4,edge,0.0016,1900,906
2.4,edge,0.0016,2100,905
2.4,edge,0.0016,2400,899
2.4,edge,0.0016,2700,891
2.4,edge,0.0016,3000,880
2.4,edge,0.0016,400,945
2.4,edge,0.0016,700,936
2.4,edge,0.0020,100,777
2.4,edge,0.0020,1000,746
2.4,edge,0.0020,1300,739
2.4,edge,0.0020,1600,729
2.4,edge,0.0020,1900,735
2.4,edge,0.0020,2100,723
2.4,edge,0.0020,2400,715
2.4,edge,0.0020,2700,719
2.4,edge,0.0020,3000,718
2.4,edge,0.0020,400,758
2.4,edge,0.0020,700,752
2.4,edge,0.0024,100,589
2.4,edge,0.0024,1000,573
2.4,edge,0.0024,1300,557
2.4,edge,0.0024,1600,554
2.4,edge,0.0024,1900,551
2.4,edge,0.0024,2100,553
2.4,edge,0.0024,2400,550
2.4,edge,0.0024,2700,544
2.4,edge,0.0024,3000,551
2.4,edge,0.0024,400,577
2.4,edge,0.0024,700,571
2.4,edge,0.0028,100,430
2.4,edge,0.0028,1000,409
2.4,edge,0.0028,1300,399
2.4,edge,0.0028,1600,401
2.4,edge,0.0028,1900,398
2.4,edge,0.0028,2100,409
2.4,edge,0.0028,2400,400
2.4,edge,0.0028,2700,396
2.4,edge,0.0028,3000,396
2.4,edge,0.0028,400,421
2.4,edge,0.0028,700,418
2.4,edge,0.0032,100,309
2.4,edge,0.0032,1000,301
2.4,edge,0.0032,1300,297
2.4,edge,0.0032,1600,293
2.4,edge,0.0032,1900,295
2.4,edge,0.0032,2100,302
2.4,edge,0.0032,2400,293
2.4,edge,0.0032,2700,293
2.4,edge,0.0032,3000,291
2.4,edge,0.0032,400,308
2.4,edge,0.0032,700,301
2.4,edge,0.0036,100,239
2.4,edge,0.0036,1000,229
2.4,edge,0.0036,1300,222
2.4,edge,0.0036,1600,229
2.4,edge,0.0036,1900,227
2.4,edge,0.0036,2100,226
2.4,edge,0.0036,2400,223
2.4,edge,0.0036,2700,222
2.4,edge,0.0036,3000,227
2.4,edge,0.0036,400,228
2.4,edge,0.0036,700,238
2.4,edge,0.0040,100,184
2.4,edge,0.0040,1000,181
2.4,edge,0.0040,1300,175
2.4,edge,0.0040,1600,168
2.4,edge,0.0040,1900,177
2.4,edge,0.0040,2100,172
2.4,edge,0.0040,2400,176
2.4,edge,0.0040,2700,174
2.4,edge,0.0040,3000,172
2.4,edge,0.0040,400,182
2.4,edge,0.0040,700,181
2.4,pixel,0.0000,100,1606
2.4,pixel,0.0000,1000,1562
2.4,pixel,0.0000,1300,1548
2.4,pixel,0.0000,1600,1552
2.4,pixel,0.0000,1900,1546
2.4,pixel,0.0000,2100,1493
2.4,pixel,0.0000,2400,1415
2.4,pixel,0.0000,2700,1446
2.4,pixel,0.0000,3000,1426
2.4,pixel,0.0000,400,1583
2.4,pixel,0.0000,700,1560
2.4,pixel,0.0100,100,1167
2.4,pixel,0.0100,1000,1182
2.4,pixel,0.0100,1300,1171
2.4,pixel,0.0100,1600,1163
2.4,pixel,0.0100,1900,1166
2.4,pixel,0.0100,2100,1160
2.4,pixel,0.0100,2400,1167
2.4,pixel,0.0100,2700,1144
2.4,pixel,0.0100,3000,1163
2.4,pixel,0.0100,400,1150
2.4,pixel,0.0100,700,1183
2.4,pixel,0.0200,100,952
2.4,pixel,0.0200,1000,936
2.4,pixel,0.0200,1300,936
2.4,pixel,0.0200,1600,939
2.4,pixel,0.0200,1900,930
2.4,pixel,0.0200,2100,924
2.4,pixel,0.0200,2400,920
2.4,pixel,0.0200,2700,922
2.4,pixel,0.0200,3000,933
2.4,pixel,0.0200,400,954
2.4,pixel,0.0200,700,952
2.4,pixel,0.0300,100,595
2.4,pixel,0.0300,1000,592
2.4,pixel,0.0300,1300,592
2.4,pixel,0.0300,1600,591
2.4,pixel,0.0300,1900,587
2.4,pixel,0.0300,2100,586
2.4,pixel,0.0300,2400,590
2.4,pixel,0.0300,2700,590
2.4,pixel,0.0300,3000,589
2.4,pixel,0.0300,400,581
2.4,pixel,0.0300,700,594
2.4,pixel,0.0400,100,372
2.4,pixel,0.0400,1000,371
2.4,pixel,0.0400,1300,370
2.4,pixel,0.0400,1600,370
2.4,pixel,0.0400,1900,370
2.4,pixel,0.0400,2100,369
2.4,pixel,0.0400,2400,367
2.4,pixel,0.0400,2700,370
2.4,pixel,0.0400,3000,369
2.4,pixel,0.0400,400,371
2.4,pixel,0.0400,700,370
2.4,pixel,0.0500,100,225
2.4,pixel,0.0500,1000,225
2.4,pixel,0.0500,1300,225
2.4,pixel,0.0500,1600,224
2.4,pixel,0.0500,1900,225
2.4,pixel,0.0500,2100,225
2.4,pixel,0.0500,2400,224
2.4,pixel,0.0500,2700,225
2.4,pixel,0.0500,3000,224
2.4,pixel,0.0500,400,225
2.4,pixel,0.0500,700,224
2.4,pixel,0.0600,100,149
2.4,pixel,0.0600,1000,149
2.4,pixel,0.0600,1300,149
2.4,pixel,0.0600,1600,149
2.4,pixel,0.0600,1900,149
2.4,pixel,0.0600,2100,149
2.4,pixel,0.0600,2400,149
2.4,pixel,0.0600,2700,149
2.4,pixel,0.0600,3000,149
2.4,pixel,0.0600,400,149
2.4,pixel,0.0600,700,149
2.4,pixel,0.0700,100,99
2.4,pixel,0.0700,1000,99
2.4,pixel,0.0700,1300,99
2.4,pixel,0.0700,1600,99
2.4,pixel,0.0700,1900,99
2.4,pixel,0.0700,2100,99
2.4,pixel,0.0700,2400,99
2.4,pixel,0.0700,2700,99
2.4,pixel,0.0700,3000,99
2.4,pixel,0.0700,400,99
2.4,pixel,0.0700,700,99
2.4,pixel,0.0800,100,66
2.4,pixel,0.0800,1000,66
2.4,pixel,0.0800,1300,66
2.4,pixel,0.0800,1600,66
2.4,pixel,0.0800,1900,66
2.4,pixel,0.0800,2100,66
2.4,pixel,0.0800,2400,66
2.4,pixel,0.0800,2700,66
2.4,pixel,0.0800,3000,66
2.4,pixel,0.0800,400,66
2.4,pixel,0.0800,700,66
2.4,pixel,0.0900,100,45
2.4,pixel,0.0900,1000,45
2.4,pixel,0.0900,1300,45
2.4,pixel,0.0900,1600,45
2.4,pixel,0.0900,1900,45
2.4,pixel,0.0900,2100,45
2.4,pixel,0.0900,2400,45
2.4,pixel,0.0900,2700,45
2.4,pixel,0.0900,3000,45
2.4,pixel,0.0900,400,45
2.4,pixel,0.0900,700,45
2.4,pixel,0.1000,100,29
2.4,pixel,0.1000,1000,29
2.4,pixel,0.1000,1300,29
2.4,pixel,0.1000,1600,29
2.4,pixel,0.1000,1900,29
2.4,pixel,0.1000,2100,29
2.4,pixel,0.1000,2400,29
2.4,pixel,0.1000,2700,29
2.4,pixel,0.1000,3000,29
2.4,pixel,0.1000,400,29
2.4,pixel,0.1000,700,29
